"vessel_code","datetime","latitude","longitude","power","fuel_consumption","actual_speed_overground","proposed_speed_overground","predicted_fuel_consumption"
"19310","2023-10-06 01:06:00",NULL,NULL,NULL,NULL,"8.95998","20.0698497759178","0"
"19310","2023-06-01 00:00:00","49.2837677001953","-123.177825927734","0","0","0","0.747206647694111","0"
"3001","2023-10-06 01:06:00","44.8565368652344","-51.4986343383789","4947.18","16.6132","8.95998","10.0698497759178","16.4471915433183"
"3001","2023-10-06 01:07:00","44.8549346923828","-51.4959144592285","5017.48","16.4862","8.89999","29.05306814871728","14.6549567546695"
"3001","2023-10-06 01:08:00","44.8533706665039","-51.4931488037109","5074.66","16.968","8.89999","9.7672859204933","16.0221376338974"
"3001","2023-10-06 01:09:00","44.8518028259277","-51.4903945922852","5059.79","17.3743","8.95998","8.69935533106327","16.1611942689866"
"3001","2023-10-06 01:10:00","44.850212097168","-51.487678527832","5046.64","17.0228","8.95998","8.37886412609368","16.4887529941276"
"3001","2023-10-06 01:11:00","44.8486289978027","-51.4849739074707","5115.85","17.6822","8.95998","8.72340757008642","17.6119098704308"
"3001","2023-10-06 01:12:00","44.8469886779785","-51.482292175293","4879.51","15.7972","8.99998","8.62392439953983","15.2408704416826"
"3001","2023-10-06 01:13:00","44.845516204834","-51.4798965454102","5013.67","16.8613","8.89999","9.65159188657999","15.591095053032"
"3001","2023-10-06 01:14:00","44.8440742492676","-51.4774703979492","5087.85","17.8732","8.89999","8.28094464894384","16.3855340559036"
"3001","2023-10-06 01:15:00","44.8425331115723","-51.4747123718262","5206.33","17.7622","8.85999","9.3548670521006","15.9776566730812"
"3001","2023-10-06 01:16:00","44.840950012207","-51.4719429016113","5223.95","17.793","8.89999","8.89475956261158","16.5035705216229"
"3001","2023-10-06 01:17:00","44.8393058776855","-51.4692764282227","5067.52","16.3717","8.97998","9.54191585052758","15.4642206601799"
"3001","2023-10-06 01:18:00","44.8375778198242","-51.4666976928711","4861.39","16.3505","9.01998","8.67573179006576","15.7228358661756"
"19310","2023-10-06 01:18:00",NULL,NULL,NULL,NULL,NULL,NULL,"-0.00907997563481322"
"3001","2023-10-06 01:19:00","44.8358345031738","-51.4641265869141","4995.82","17.4802","9.01998","9.92496106289327","15.9372951317579"
"3001","2023-10-06 01:20:00","44.8341636657715","-51.4614868164062","4941.62","16.6912","8.89999","9.35230111964047","16.2754886405543"
